decade	Country	Number of Records	Year	child_mortality	child_mortality_rate	fertility	gdp	gdp_growth	life	pop_growth	population	region
01/01/1980	Peru	1	01/01/1986	98.8	0.0988	4.25	6923	0.076337065	63.497	0.022802	19903833	America
01/01/1980	Puerto Rico	1	01/01/1986	17.29	0.01729	2.308	21522	0.071759375	74.415	0.009052	3409992	America
01/01/1980	Saint Lucia	1	01/01/1986		0	3.78			70.668	0.017603	128336	America
01/01/1980	Saint Vincent and the Grenadines	1	01/01/1986		0	3.23			69.324	0.006906	105123	America
01/01/1980	Suriname	1	01/01/1986	52.7	0.0527	3.2	10842	-0.028668697	67.018	0.013055	381012	America
01/01/1980	Trinidad and Tobago	1	01/01/1986	33.1	0.0331	2.949	14682	-0.042332529	67.62	0.010469	1185012	America
01/01/1980	United States	1	01/01/1986	12.4	0.0124	1.835	33899	0.025223046	74.87	0.009854	243495805	America
01/01/1980	Uruguay	1	01/01/1986	27.5	0.0275	2.523	9169	0.081505072	71.804	0.006371	3029948	America
01/01/1980	Venezuela	1	01/01/1986	34.8	0.0348	3.73	14092	0.015712844	69.968	0.027261	17740108	America
01/01/1980	Virgin Islands (U.S.)	1	01/01/1986	22.47	0.02247	2.986			73.407	0.000287	104698	America
01/01/1980	Bolivia	1	01/01/1987	138.9	0.1389	5.029	3551	0.007375887	57.043	0.022218	6223523	America
01/01/1980	Brazil	1	01/01/1987	69.1	0.0691	3.17	11267	0.016969041	65.264	0.019719	141791325	America
01/01/1980	Canada	1	01/01/1987	9.1	0.0091	1.576	30288	0.027338715	76.86	0.014186	26554540	America
01/01/1980	Chile	1	01/01/1987	21.9	0.0219	2.653	7851	0.049178137	72.571	0.016917	12518930	America
01/01/1980	Colombia	1	01/01/1987	38.7	0.0387	3.275	7158	0.039349499	67.935	0.020897	31270841	America
01/01/1980	Costa Rica	1	01/01/1987	19.3	0.0193	3.38	6984	0.019413224	75.044	0.027119	2840660	America
01/01/1980	Cuba	1	01/01/1987	16.4	0.0164	1.827	13805	-0.015686275	74.603	0.010003	10256694	America
01/01/1980	Dominican Rep.	1	01/01/1987		0	3.695			66.258	0.021388	6764750	America
01/01/1980	Ecuador	1	01/01/1987	65.7	0.0657	4.044	7189	-0.088500063	67.235	0.025122	9557974	America
01/01/1980	El Salvador	1	01/01/1987	70.6	0.0706	4.255	4457	0.00518719	62.234	0.012634	5124240	America
01/01/1980	French Guiana	1	01/01/1987	31.08	0.03108	3.737			70.924	0.065341	99097	America
01/01/1980	Grenada	1	01/01/1987	25.9	0.0259	4.146	6341	0.101633079	68.06	-0.007655	99296	America
01/01/1980	Guadeloupe	1	01/01/1987	21.62	0.02162	2.425			72.596	0.018721	368563	America
01/01/1980	Guatemala	1	01/01/1987	93.3	0.0933	5.764	5225	0.005194306	60.574	0.023302	8333124	America
01/01/1980	Guyana	1	01/01/1987	64.7	0.0647	2.499	3551	0.018938307	61.566	-0.008625	738589	America
01/01/1980	Haiti	1	01/01/1987	158.5	0.1585	5.799	2346	-0.028169014	53.366	0.022207	6686182	America
01/01/1980	Honduras	1	01/01/1987	67.4	0.0674	5.441	3240	0.022082019	65.028	0.030064	4485151	America
01/01/1980	Jamaica	1	01/01/1987	33.3	0.0333	3.143	6481	0.072835623	71.004	0.006103	2331427	America
01/01/1980	Martinique	1	01/01/1987	21.8	0.0218	2.108			73.673	0.011651	348630	America
01/01/1980	Mexico	1	01/01/1987	53.8	0.0538	3.669	11894	-0.002432274	69.637	0.020808	79358780	America
01/01/1980	Netherlands Antilles	1	01/01/1987		0	2.31			74.422	0.011056	185649	America
01/01/1980	Nicaragua	1	01/01/1987	75.6	0.0756	5.118	3808	-0.03202847	61.898	0.021595	3862724	America
01/01/1980	Panama	1	01/01/1987	34.1	0.0341	3.262	8995	0.004578959	72.271	0.020846	2272029	America
01/01/1980	Paraguay	1	01/01/1987	51.7	0.0517	4.835	5637	0.012756019	67.545	0.028506	3914302	America
01/01/1980	Peru	1	01/01/1987	93.5	0.0935	4.144	7356	0.062545139	64.023	0.022439	20350457	America
01/01/1980	Puerto Rico	1	01/01/1987	16.56	0.01656	2.279	22375	0.039633863	74.437	0.008521	3439048	America
01/01/1980	Saint Lucia	1	01/01/1987		0	3.683			70.789	0.019013	130776	America
01/01/1980	Saint Vincent and the Grenadines	1	01/01/1987		0	3.144			69.547	0.006621	105819	America
01/01/1980	Suriname	1	01/01/1987	51.4	0.0514	3.063	9949	-0.082364877	67.119	0.015648	386974	America
01/01/1980	Trinidad and Tobago	1	01/01/1987	32.3	0.0323	2.827	13902	-0.053126277	67.719	0.007701	1194138	America
01/01/1980	United States	1	01/01/1987	12.2	0.0122	1.865	34787	0.026195463	75.01	0.00996	245920994	America
01/01/1980	Uruguay	1	01/01/1987	26.3	0.0263	2.523	9833	0.07241793	72.009	0.006273	3048955	America
01/01/1980	Venezuela	1	01/01/1987	33.5	0.0335	3.665	14802	0.050383196	70.297	0.027192	18222505	America
01/01/1980	Virgin Islands (U.S.)	1	01/01/1987	21.63	0.02163	2.997			73.752	-0.00362	104319	America
01/01/1980	Bolivia	1	01/01/1988	134	0.134	4.989	3613	0.01745987	57.664	0.022487	6363470	America
01/01/1980	Brazil	1	01/01/1988	66.3	0.0663	3.039	11062	-0.018194728	65.667	0.018894	144470377	America
01/01/1980	Canada	1	01/01/1988	8.8	0.0088	1.599	31356	0.03526149	76.93	0.014644	26943398	America
01/01/1980	Chile	1	01/01/1988	21.4	0.0214	2.649	8288	0.055661699	72.909	0.017132	12733409	America
01/01/1980	Colombia	1	01/01/1988	37.4	0.0374	3.211	7371	0.029756915	68.058	0.020543	31913250	America
01/01/1980	Costa Rica	1	01/01/1988	18.3	0.0183	3.323	7036	0.00744559	75.263	0.026721	2916566	America
01/01/1980	Cuba	1	01/01/1988	15.2	0.0152	1.81	13925	0.008692503	74.616	0.010706	10366500	America
01/01/1980	Dominican Rep.	1	01/01/1988		0	3.613			66.803	0.021053	6907171	America
01/01/1980	Ecuador	1	01/01/1988	62.6	0.0626	3.955	7739	0.076505773	67.791	0.024554	9792658	America
01/01/1980	El Salvador	1	01/01/1988	66.5	0.0665	4.148	4449	-0.001794929	63.559	0.012748	5189565	America
01/01/1980	French Guiana	1	01/01/1988	29.71	0.02971	3.791			71.265	0.063524	105392	America
01/01/1980	Grenada	1	01/01/1988	25.2	0.0252	4.068	6583	0.038164327	68.247	-0.013273	97978	America
01/01/1980	Guadeloupe	1	01/01/1988	20.55	0.02055	2.381			72.976	0.017742	375102	America
01/01/1980	Guatemala	1	01/01/1988	89	0.089	5.697	5269	0.008421053	61.105	0.023051	8525211	America
01/01/1980	Guyana	1	01/01/1988	63.3	0.0633	2.48	3454	-0.027316249	61.723	-0.00783	732806	America
01/01/1980	Haiti	1	01/01/1988	154.2	0.1542	5.673	2314	-0.013640239	53.75	0.021715	6831374	America
01/01/1980	Honduras	1	01/01/1988	64.2	0.0642	5.335	3288	0.014814815	65.644	0.029674	4618245	America
01/01/1980	Jamaica	1	01/01/1988	32.4	0.0324	3.07	6641	0.024687548	70.913	0.004517	2341957	America
01/01/1980	Martinique	1	01/01/1988	20.72	0.02072	2.099			74.051	0.011342	352584	America
01/01/1980	Mexico	1	01/01/1988	51.4	0.0514	3.566	11817	-0.006473852	70.04	0.020808	81010093	America
01/01/1980	Netherlands Antilles	1	01/01/1988		0	2.31			74.485	0.010488	187596	America
01/01/1980	Nicaragua	1	01/01/1988	72.6	0.0726	4.985	3295	-0.134716387	62.612	0.02112	3944304	America
01/01/1980	Panama	1	01/01/1988	32.9	0.0329	3.195	7445	-0.172317954	72.521	0.020689	2319035	America
01/01/1980	Paraguay	1	01/01/1988	49.9	0.0499	4.736	5825	0.033351073	67.688	0.02793	4023628	America
01/01/1980	Peru	1	01/01/1988	88.6	0.0886	4.038	6609	-0.101549755	64.536	0.021991	20797983	America
01/01/1980	Puerto Rico	1	01/01/1988	15.87	0.01587	2.256	23622	0.055731844	74.397	0.008325	3467679	America
01/01/1980	Saint Lucia	1	01/01/1988		0	3.589			70.9	0.019415	133315	America
01/01/1980	Saint Vincent and the Grenadines	1	01/01/1988		0	3.072			69.76	0.006105	106465	America
01/01/1980	Suriname	1	01/01/1988	50.2	0.0502	2.936	10724	0.077897276	67.214	0.017136	393605	America
01/01/1980	Trinidad and Tobago	1	01/01/1988	31.6	0.0316	2.7	13310	-0.042583801	67.817	0.005934	1201224	America
01/01/1980	United States	1	01/01/1988	11.9	0.0119	1.922	35929	0.032828355	75.02	0.010006	248381577	America
01/01/1980	Uruguay	1	01/01/1988	25.1	0.0251	2.524	9770	-0.006406997	72.202	0.006301	3068166	America
01/01/1980	Venezuela	1	01/01/1988	32.1	0.0321	3.597	15505	0.047493582	70.596	0.026853	18711830	America
01/01/1980	Virgin Islands (U.S.)	1	01/01/1988	20.84	0.02084	2.999			74.089	-0.005349	103761	America
01/01/1980	Bolivia	1	01/01/1989	129.2	0.1292	4.952	3638	0.006919458	58.256	0.022778	6508417	America
01/01/1980	Brazil	1	01/01/1989	63.7	0.0637	2.917	11226	0.014825529	66.068	0.018123	147088677	America
01/01/1980	Canada	1	01/01/1989	8.6	0.0086	1.658	31550	0.006187014	77.2	0.01436	27330298	America
01/01/1980	Chile	1	01/01/1989	20.4	0.0204	2.64	9016	0.087837838	73.238	0.017488	12956088	America
01/01/1980	Colombia	1	01/01/1989	36.2	0.0362	3.155	7519	0.020078687	68.17	0.020188	32557521	America
01/01/1980	Costa Rica	1	01/01/1989	17.5	0.0175	3.254	7253	0.030841387	75.474	0.026253	2993136	America
01/01/1980	Cuba	1	01/01/1989	14.2	0.0142	1.785	13829	-0.006894075	74.623	0.010341	10473701	America
01/01/1980	Dominican Rep.	1	01/01/1989		0	3.537			67.342	0.020748	7050480	America
01/01/1980	Ecuador	1	01/01/1989	59.7	0.0597	3.861	7540	-0.025713917	68.325	0.023942	10027109	America
01/01/1980	El Salvador	1	01/01/1989	62.8	0.0628	4.047	4408	-0.009215554	64.804	0.013313	5258654	America
01/01/1980	French Guiana	1	01/01/1989	28.41	0.02841	3.851			71.602	0.057689	111472	America
01/01/1980	Grenada	1	01/01/1989	24.3	0.0243	3.966	7057	0.072003646	68.427	-0.012176	96785	America
01/01/1980	Guadeloupe	1	01/01/1989	19.54	0.01954	2.326			73.349	0.01607	381130	America
01/01/1980	Guatemala	1	01/01/1989	84.9	0.0849	5.636	5314	0.00854052	61.634	0.023016	8721429	America
01/01/1980	Guyana	1	01/01/1989	61.9	0.0619	2.471	3312	-0.041111754	61.88	-0.006358	728147	America
01/01/1980	Haiti	1	01/01/1989	150	0.15	5.549	2290	-0.010371651	54.115	0.021375	6977397	America
01/01/1980	Honduras	1	01/01/1989	61.1	0.0611	5.236	3304	0.00486618	66.194	0.029202	4753109	America
01/01/1980	Jamaica	1	01/01/1989	31.5	0.0315	3.005	7056	0.062490589	70.809	0.004407	2352279	America
01/01/1980	Martinique	1	01/01/1989	19.69	0.01969	2.081			74.423	0.010321	356223	America
01/01/1980	Mexico	1	01/01/1989	49	0.049	3.468	12079	0.022171448	70.44	0.020446	82666457	America
01/01/1980	Netherlands Antilles	1	01/01/1989		0	2.3			74.522	0.008945	189274	America
01/01/1980	Nicaragua	1	01/01/1989	69.7	0.0697	4.865	3159	-0.041274659	63.368	0.021602	4029509	America
01/01/1980	Panama	1	01/01/1989	31.9	0.0319	3.132	7272	-0.023237072	72.764	0.020654	2366933	America
01/01/1980	Paraguay	1	01/01/1989	48.2	0.0482	4.637	5983	0.027124464	67.845	0.027319	4133551	America
01/01/1980	Peru	1	01/01/1989	84	0.084	3.933	5681	-0.140414586	65.039	0.021431	21243700	America
01/01/1980	Puerto Rico	1	01/01/1989	15.25	0.01525	2.236	24572	0.040216747	74.302	0.008541	3497297	America
01/01/1980	Saint Lucia	1	01/01/1989		0	3.495			71.008	0.018468	135777	America
01/01/1980	Saint Vincent and the Grenadines	1	01/01/1989		0	3.01			69.961	0.005175	107016	America
01/01/1980	Suriname	1	01/01/1989	48.9	0.0489	2.823	11131	0.037952257	67.305	0.0172	400375	America
01/01/1980	Trinidad and Tobago	1	01/01/1989	31	0.031	2.574	13206	-0.007813674	67.914	0.005593	1207942	America
01/01/1980	United States	1	01/01/1989	11.6	0.0116	1.999	36830	0.025077236	75.1	0.009969	250857751	America
01/01/1980	Uruguay	1	01/01/1989	24	0.024	2.523	9827	0.005834186	72.387	0.0065	3088110	America
01/01/1980	Venezuela	1	01/01/1989	30.8	0.0308	3.524	14125	-0.089003547	70.86	0.026147	19201096	America
01/01/1980	Virgin Islands (U.S.)	1	01/01/1989	20.09	0.02009	2.987			74.415	-0.004125	103333	America
01/01/1990	Bolivia	1	01/01/1990	124.4	0.1244	4.913	3740	0.028037383	58.816	0.023054	6658462	America
01/01/1990	Brazil	1	01/01/1990	61.1	0.0611	2.809	10331	-0.079725637	66.468	0.017415	149650206	America
01/01/1990	Canada	1	01/01/1990	8.3	0.0083	1.715	31163	-0.012266244	77.51	0.013558	27700854	America
01/01/1990	Chile	1	01/01/1990	19.1	0.0191	2.624	9193	0.019631766	73.56	0.017886	13187821	America
01/01/1990	Colombia	1	01/01/1990	35.1	0.0351	3.104	7752	0.030988163	68.292	0.019836	33203321	America
01/01/1990	Costa Rica	1	01/01/1990	16.9	0.0169	3.175	7333	0.011029919	75.683	0.02576	3070240	America
01/01/1990	Cuba	1	01/01/1990	13.3	0.0133	1.752	13670	-0.011497578	74.646	0.009226	10570328	America
01/01/1990	Dominican Rep.	1	01/01/1990		0	3.466			67.856	0.020451	7194666	America
01/01/1990	Ecuador	1	01/01/1990	56.9	0.0569	3.765	7542	0.000265252	68.839	0.023285	10260587	America
01/01/1990	El Salvador	1	01/01/1990	59.4	0.0594	3.951	4454	0.010435572	65.908	0.014108	5332842	America
01/01/1990	French Guiana	1	01/01/1990	27.17	0.02717	3.912			71.938	0.049932	117038	America
01/01/1990	Grenada	1	01/01/1990	23.3	0.0233	3.842	7488	0.061074111	68.6	-0.006044	96200	America
01/01/1990	Guadeloupe	1	01/01/1990	18.58	0.01858	2.264			73.717	0.013998	386465	America
01/01/1990	Guatemala	1	01/01/1990	80.9	0.0809	5.58	5315	0.000188182	62.163	0.023127	8923131	America
01/01/1990	Guyana	1	01/01/1990	60.4	0.0604	2.467	3231	-0.024456522	62.034	-0.004417	724931	America
01/01/1990	Haiti	1	01/01/1990	145.8	0.1458	5.43	2242	-0.020960699	54.465	0.021137	7124877	America
01/01/1990	Honduras	1	01/01/1990	58.2	0.0582	5.142	3205	-0.02996368	66.688	0.028655	4889311	America
01/01/1990	Jamaica	1	01/01/1990	30.6	0.0306	2.948	7391	0.047477324	70.702	0.005369	2364909	America
01/01/1990	Martinique	1	01/01/1990	18.72	0.01872	2.054			74.789	0.008854	359377	America
01/01/1990	Mexico	1	01/01/1990	46.6	0.0466	3.375	12479	0.033115324	70.838	0.019841	84306602	America
01/01/1990	Netherlands Antilles	1	01/01/1990		0	2.3			74.536	0.006683	190539	America
01/01/1990	Nicaragua	1	01/01/1990	66.9	0.0669	4.754	3025	-0.042418487	64.139	0.022655	4120797	America
01/01/1990	Panama	1	01/01/1990	30.9	0.0309	3.075	7463	0.026265127	73	0.020699	2415926	America
01/01/1990	Paraguay	1	01/01/1990	46.5	0.0465	4.541	5985	0.00033428	68.015	0.026686	4243860	America
01/01/1990	Peru	1	01/01/1990	79.7	0.0797	3.828	5280	-0.070586164	65.535	0.020798	21685537	America
01/01/1990	Puerto Rico	1	01/01/1990	14.71	0.01471	2.219	25275	0.0286098	74.177	0.009012	3528815	America
01/01/1990	Saint Lucia	1	01/01/1990		0	3.398			71.108	0.016682	138042	America
01/01/1990	Saint Vincent and the Grenadines	1	01/01/1990		0	2.956			70.144	0.004046	107449	America
01/01/1990	Suriname	1	01/01/1990	47.6	0.0476	2.733	10625	-0.045458629	67.393	0.016272	406890	America
01/01/1990	Trinidad and Tobago	1	01/01/1990	30.5	0.0305	2.453	13464	0.019536574	68.007	0.006252	1215494	America
01/01/1990	United States	1	01/01/1990	11.2	0.0112	2.069	37062	0.006299213	75.4	0.009891	253339097	America
01/01/1990	Uruguay	1	01/01/1990	23.1	0.0231	2.518	9841	0.001424646	72.57	0.006804	3109122	America
01/01/1990	Venezuela	1	01/01/1990	29.6	0.0296	3.448	14539	0.029309735	71.085	0.025211	19685177	America
01/01/1990	Virgin Islands (U.S.)	1	01/01/1990	19.4	0.0194	2.954			74.731	-0.000774	103253	America
01/01/1990	Bolivia	1	01/01/1991	119.7	0.1197	4.866	3845	0.028074866	59.341	0.023335	6813834	America
01/01/1990	Brazil	1	01/01/1991	58.5	0.0585	2.717	10315	-0.001548737	66.867	0.016683	152146887	America
01/01/1990	Canada	1	01/01/1991	8	0.008	1.714	30090	-0.034431858	77.69	0.012666	28051725	America
01/01/1990	Chile	1	01/01/1991	17.7	0.0177	2.597	9747	0.060263244	73.871	0.018312	13429315	America
01/01/1990	Colombia	1	01/01/1991	34.1	0.0341	3.057	7776	0.003095975	68.444	0.019475	33849971	America
01/01/1990	Costa Rica	1	01/01/1991	16.5	0.0165	3.09	7337	0.000545479	75.895	0.025148	3147451	America
01/01/1990	Cuba	1	01/01/1991	12.4	0.0124	1.715	12113	-0.113899049	74.704	0.007927	10654121	America
01/01/1990	Dominican Rep.	1	01/01/1991		0	3.397			68.325	0.020176	7339826	America
01/01/1990	Ecuador	1	01/01/1991	54.1	0.0541	3.669	7685	0.018960488	69.336	0.0227	10493498	America
01/01/1990	El Salvador	1	01/01/1991	56.3	0.0563	3.862	4545	0.020431073	66.828	0.015081	5413269	America
01/01/1990	French Guiana	1	01/01/1991	25.99	0.02599	3.967			72.274	0.042217	121979	America
01/01/1990	Grenada	1	01/01/1991	22.3	0.0223	3.701	7646	0.021100427	68.765	0.001746	96368	America
01/01/1990	Guadeloupe	1	01/01/1991	17.66	0.01766	2.203			74.08	0.011572	390937	America
01/01/1990	Guatemala	1	01/01/1991	77	0.077	5.525	5383	0.012793979	62.695	0.023305	9131088	America
01/01/1990	Guyana	1	01/01/1991	58.8	0.0588	2.465	3432	0.062209842	62.181	-0.002046	723448	America
01/01/1990	Haiti	1	01/01/1991	141.7	0.1417	5.318	2208	-0.015165031	54.803	0.020864	7273530	America
01/01/1990	Honduras	1	01/01/1991	55.5	0.0555	5.048	3219	0.004368175	67.142	0.028129	5026843	America
01/01/1990	Jamaica	1	01/01/1991	29.6	0.0296	2.899	7697	0.041401705	70.598	0.00657	2380447	America
01/01/1990	Martinique	1	01/01/1991	17.79	0.01779	2.02			75.15	0.007062	361915	America
01/01/1990	Mexico	1	01/01/1991	44.1	0.0441	3.285	12738	0.020754868	71.238	0.019182	85923799	America
01/01/1990	Netherlands Antilles	1	01/01/1991		0	2.29			74.534	0.004529	191402	America
01/01/1990	Nicaragua	1	01/01/1991	64	0.064	4.642	2948	-0.025454545	64.894	0.023874	4219176	America
01/01/1990	Panama	1	01/01/1991	30.1	0.0301	3.024	7997	0.071552995	73.23	0.020761	2466083	America
01/01/1990	Paraguay	1	01/01/1991	44.9	0.0449	4.448	6037	0.008688388	68.192	0.026031	4354331	America
01/01/1990	Peru	1	01/01/1991	75.4	0.0754	3.722	5290	0.001893939	66.029	0.02013	22122065	America
01/01/1990	Puerto Rico	1	01/01/1991	14.29	0.01429	2.201	25311	0.001424332	74.055	0.009552	3562523	America
01/01/1990	Saint Lucia	1	01/01/1991		0	3.298			71.187	0.01459	140056	America
01/01/1990	Saint Vincent and the Grenadines	1	01/01/1991		0	2.907			70.302	0.002848	107755	America
01/01/1990	Suriname	1	01/01/1991	46.3	0.0463	2.671	10759	0.012611765	67.477	0.015043	413011	America
01/01/1990	Trinidad and Tobago	1	01/01/1991	30	0.03	2.339	13735	0.020127748	68.094	0.00719	1224233	America
01/01/1990	United States	1	01/01/1991	10.9	0.0109	2.058	36543	-0.014003562	75.5	0.009743	255807342	America
01/01/1990	Uruguay	1	01/01/1991	22.3	0.0223	2.506	10118	0.028147546	72.758	0.007082	3131140	America
01/01/1990	Venezuela	1	01/01/1991	28.6	0.0286	3.37	15577	0.071394181	71.275	0.02426	20162745	America
01/01/1990	Virgin Islands (U.S.)	1	01/01/1991	18.75	0.01875	2.895			75.038	0.003535	103618	America
01/01/1990	Bolivia	1	01/01/1992	115.2	0.1152	4.81	3817	-0.007282185	59.832	0.023531	6974168	America
01/01/1990	Brazil	1	01/01/1992	55.7	0.0557	2.643	10104	-0.020455647	67.267	0.016006	154582103	America
01/01/1990	Canada	1	01/01/1992	7.7	0.0077	1.711	29977	-0.0037554	77.95	0.011922	28386162	America
01/01/1990	Chile	1	01/01/1992	16.4	0.0164	2.559	10744	0.102287883	74.56	0.018546	13678373	America
01/01/1990	Colombia	1	01/01/1992	33.1	0.0331	3.012	8014	0.030606996	68.632	0.019124	34497319	America
01/01/1990	Costa Rica	1	01/01/1992	16.1	0.0161	3.002	7816	0.065285539	76.107	0.024591	3224849	America
01/01/1990	Cuba	1	01/01/1992	11.7	0.0117	1.68	10637	-0.121852555	74.809	0.006849	10727088	America
01/01/1990	Dominican Rep.	1	01/01/1992		0	3.33			68.738	0.019863	7485619	America
01/01/1990	Ecuador	1	01/01/1992	51.5	0.0515	3.576	7672	-0.001691607	69.822	0.022088	10725281	America
01/01/1990	El Salvador	1	01/01/1992	53.2	0.0532	3.777	4811	0.058525853	67.572	0.015743	5498489	America
01/01/1990	French Guiana	1	01/01/1992	24.88	0.02488	4.011			72.607	0.036285	126405	America
01/01/1990	Grenada	1	01/01/1992	21.2	0.0212	3.551	7565	-0.010593775	68.925	0.007731	97113	America
01/01/1990	Guadeloupe	1	01/01/1992	16.8	0.0168	2.149			74.437	0.009385	394606	America
01/01/1990	Guatemala	1	01/01/1992	73.3	0.0733	5.465	5514	0.024335872	63.234	0.023441	9345130	America
01/01/1990	Guyana	1	01/01/1992	57.2	0.0572	2.467	3703	0.078962704	62.321	0.000231	723615	America
01/01/1990	Haiti	1	01/01/1992	137.6	0.1376	5.21	1873	-0.151721014	55.137	0.020533	7422881	America
01/01/1990	Honduras	1	01/01/1992	52.9	0.0529	4.95	3308	0.027648338	67.578	0.027559	5165380	America
01/01/1990	Jamaica	1	01/01/1992	28.7	0.0287	2.855	7792	0.012342471	70.501	0.007478	2398249	America
01/01/1990	Martinique	1	01/01/1992	16.91	0.01691	1.986			75.505	0.005496	363904	America
01/01/1990	Mexico	1	01/01/1992	41.7	0.0417	3.199	12925	0.014680484	71.64	0.018616	87523328	America
01/01/1990	Netherlands Antilles	1	01/01/1992		0	2.28			74.52	0.002539	191888	America
01/01/1990	Nicaragua	1	01/01/1992	61.2	0.0612	4.519	2888	-0.020352782	65.607	0.02467	4323263	America
01/01/1990	Panama	1	01/01/1992	29.4	0.0294	2.982	8476	0.059897462	73.455	0.020791	2517356	America
01/01/1990	Paraguay	1	01/01/1992	43.3	0.0433	4.356	5988	-0.008116614	68.371	0.025365	4464780	America
01/01/1990	Peru	1	01/01/1992	71	0.071	3.617	5160	-0.024574669	66.522	0.019492	22553275	America
01/01/1990	Puerto Rico	1	01/01/1992	13.97	0.01397	2.18	26169	0.033898305	73.97	0.009919	3597861	America
01/01/1990	Saint Lucia	1	01/01/1992		0	3.195			71.235	0.012902	141863	America
01/01/1990	Saint Vincent and the Grenadines	1	01/01/1992		0	2.86			70.429	0.00181	107950	America
01/01/1990	Suriname	1	01/01/1992	44.9	0.0449	2.639	10588	-0.01589367	67.553	0.014084	418828	America
01/01/1990	Trinidad and Tobago	1	01/01/1992	29.7	0.0297	2.231	13426	-0.02249727	68.171	0.007776	1233753	America
01/01/1990	United States	1	01/01/1992	10.5	0.0105	2.043	37321	0.021289987	75.8	0.00965	258275919	America
01/01/1990	Uruguay	1	01/01/1992	21.8	0.0218	2.487	10841	0.07145681	72.954	0.007255	3153857	America
01/01/1990	Venezuela	1	01/01/1992	27.8	0.0278	3.292	16143	0.036335623	71.438	0.023434	20635233	America
01/01/1990	Virgin Islands (U.S.)	1	01/01/1992	18.14	0.01814	2.813			75.34	0.007122	104356	America
01/01/1990	Bolivia	1	01/01/1993	110.7	0.1107	4.742	3887	0.01833901	60.292	0.023521	7138204	America
01/01/1990	Brazil	1	01/01/1993	52.8	0.0528	2.583	10413	0.030581948	67.668	0.01555	156985824	America
01/01/1990	Canada	1	01/01/1993	7.4	0.0074	1.682	30424	0.014911432	77.83	0.011215	28704519	America
01/01/1990	Chile	1	01/01/1993	15.1	0.0151	2.51	11287	0.050539836	74.64	0.018351	13929390	America
01/01/1990	Colombia	1	01/01/1993	32.1	0.0321	2.966	8052	0.004741702	68.86	0.01881	35146220	America
01/01/1990	Costa Rica	1	01/01/1993	15.8	0.0158	2.917	8196	0.048618219	76.319	0.024362	3303412	America
01/01/1990	Cuba	1	01/01/1993	11.2	0.0112	1.65	9001	-0.153802764	74.965	0.005929	10790686	America
01/01/1990	Dominican Rep.	1	01/01/1993		0	3.262			69.092	0.019432	7631076	America
01/01/1990	Ecuador	1	01/01/1993	48.8	0.0488	3.488	7652	-0.002606882	70.298	0.021249	10953182	America
01/01/1990	El Salvador	1	01/01/1993	50.3	0.0503	3.695	5086	0.057160673	68.158	0.01556	5584047	America
01/01/1990	French Guiana	1	01/01/1993	23.83	0.02383	4.037			72.934	0.032499	130513	America
01/01/1990	Grenada	1	01/01/1993	20.2	0.0202	3.401	7283	-0.037276933	69.083	0.011317	98212	America
01/01/1990	Guadeloupe	1	01/01/1993	15.98	0.01598	2.11			74.789	0.008132	397815	America
01/01/1990	Guatemala	1	01/01/1993	69.7	0.0697	5.397	5598	0.01523395	63.783	0.023482	9564571	America
01/01/1990	Guyana	1	01/01/1993	55.6	0.0556	2.473	4001	0.08047529	62.454	0.001788	724909	America
01/01/1990	Haiti	1	01/01/1993	133.3	0.1333	5.103	1799	-0.039508809	55.471	0.020245	7573160	America
01/01/1990	Honduras	1	01/01/1993	50.6	0.0506	4.846	3423	0.034764208	68.007	0.026797	5303798	America
01/01/1990	Jamaica	1	01/01/1993	27.8	0.0278	2.815	8463	0.086113963	70.418	0.008269	2418080	America
01/01/1990	Martinique	1	01/01/1993	16.07	0.01607	1.955			75.855	0.00471	365618	America
01/01/1990	Mexico	1	01/01/1993	39.4	0.0394	3.117	13172	0.019110251	72.039	0.018125	89109703	America
01/01/1990	Netherlands Antilles	1	01/01/1993		0	2.26			74.501	5.7e-05	191899	America
01/01/1990	Nicaragua	1	01/01/1993	58.3	0.0583	4.381	2807	-0.028047091	66.261	0.024731	4430182	America
01/01/1990	Panama	1	01/01/1993	28.9	0.0289	2.948	8757	0.03315243	73.673	0.020782	2569672	America
01/01/1990	Paraguay	1	01/01/1993	41.9	0.0419	4.266	6132	0.024048096	68.549	0.024714	4575121	America
01/01/1990	Peru	1	01/01/1993	66.5	0.0665	3.514	5329	0.032751938	67.018	0.018929	22980182	America
01/01/1990	Puerto Rico	1	01/01/1993	13.73	0.01373	2.154	26949	0.029806259	73.951	0.009985	3633785	America
01/01/1990	Saint Lucia	1	01/01/1993		0	3.09			71.248	0.011899	143551	America
01/01/1990	Saint Vincent and the Grenadines	1	01/01/1993		0	2.811			70.525	0.000936	108051	America
01/01/1990	Suriname	1	01/01/1993	43.5	0.0435	2.634	9690	-0.084812996	67.619	0.013435	424455	America
01/01/1990	Trinidad and Tobago	1	01/01/1993	29.4	0.0294	2.131	13158	-0.019961269	68.238	0.007973	1243590	America
01/01/1990	United States	1	01/01/1993	10.1	0.0101	2.019	37844	0.014013558	75.5	0.009785	260803255	America
01/01/1990	Uruguay	1	01/01/1993	21.5	0.0215	2.463	11048	0.01909418	73.162	0.007349	3177035	America
01/01/1990	Venezuela	1	01/01/1993	27.3	0.0273	3.218	15829	-0.019451155	71.586	0.022697	21103592	America
